ID	location   X coord    Y coord  	Z coord
3538    world    -1628.72    234.17    3097.35
3543    world    -1628.72    234.17    3097.35
3546    world    -1628.72    234.17    3097.35
3550    world    -1628.72    234.17    3097.35
3094    world    -1958.56    218.36    3177.5
3101    world    -1958.56    218.36    3177.5
3538    world    -1958.56    218.36    3177.5
3543    world    -1958.56    218.36    3177.5
3546    world    -1958.56    218.36    3177.5
3550    world    -1958.56    218.36    3177.5
3094    world    -1755.51    222.43    3303.47
3101    world    -1755.51    222.43    3303.47
3538    world    -1755.51    222.43    3303.47
3543    world    -1755.51    222.43    3303.47
3546    world    -1755.51    222.43    3303.47
3550    world    -1755.51    222.43    3303.47
27302    world    -557.53    221.3    2721.06
27302    world    -684.78    220.49    2989.4
27302    world    -645.4    218.97    2953.67
27302    world    -641.77    219.31    2912.54
27302    world    -774.76    222.4    2947.67
27302    world    -756.42    218.45    2753.31
27302    world    -726.47    216.18    2679.57
27302    world    -644.14    219.68    2668.54
27302    world    -562.13    219.66    2780.23
27302    world    -618.7    219.01    2840.99
27302    world    -567.08    219.65    2856.46
27302    world    -574.19    225.1    2665.2
8254    world    -265.89    221.99    2726.66
20802    world    -243.47    225    3020.57
20802    world    -353    243.02    2934.73
20802    world    -331.01    218.93    3159.08
20802    world    -353.38    235.73    3049.04
1509    world    -396.51    236.78    3430.8
8254    world    -242.24    219.5    2685.66
8254    world    -220.92    221.17    2726.56
1544    world    -488.36    219.14    3496.93
1509    world    -488.36    219.14    3496.93
1508    world    -488.36    219.14    3496.93
1508    world    -368.01    220.3    3519.72
1509    world    -368.01    220.3    3519.72
1544    world    -368.01    220.3    3519.72
1544    world    -255.49    220.73    3424.29
1509    world    -255.49    220.73    3424.29
1508    world    -255.49    220.73    3424.29
1508    world    -220.6    218.36    3515.45
1509    world    -220.6    218.36    3515.45
1544    world    -220.6    218.36    3515.45
1544    world    -120.19    219.05    3177.89
1507    world    -120.19    219.05    3177.89
1508    world    -120.19    219.05    3177.89
1508    world    -243.38    219.41    3182.88
1507    world    -243.38    219.41    3182.88
1544    world    -243.38    219.41    3182.88
1544    world    -123.03    223.05    3319.61
1509    world    -123.03    223.05    3319.61
1508    world    -123.03    223.05    3319.61
1508    world    -464.86    220.07    3190.71
1507    world    -464.86    220.07    3190.71
1544    world    -464.86    220.07    3190.71
1544    world    -358.04    223.37    3184.3
1507    world    -358.04    223.37    3184.3
1508    world    -358.04    223.37    3184.3
1508    world    -365.87    220.65    3318.9
1507    world    -365.87    220.65    3318.9
1544    world    -365.87    220.65    3318.9
1544    world    -183.92    219.72    2981.13
1507    world    -183.92    219.72    2981.13
1508    world    -183.92    219.72    2981.13
1508    world    -154.85    228.6    2895.32
1507    world    -154.85    228.6    2895.32
1544    world    -154.85    228.6    2895.32
1544    world    -284.04    246.77    2922.54
1507    world    -284.04    246.77    2922.54
1508    world    -284.04    246.77    2922.54
1508    world    -397.8    232.66    2931.4
1507    world    -397.8    232.66    2931.4
1544    world    -397.8    232.66    2931.4
1541    world    -350.03    247.41    2798.81
1317    world    -350.03    247.41    2798.81
1317    world    -156    223.44    2798.56
1541    world    -156    223.44    2798.56
1541    world    -129.94    225.36    2644.08
1317    world    -129.94    225.36    2644.08
1541    world    -333.51    226.16    2654.43
1317    world    -333.51    226.16    2654.43
1317    world    -435.3    227.38    2657.88
1541    world    -435.3    227.38    2657.88
1405    world    -947.17    221.54    2761.91
1507    world    -947.17    221.54    2761.91
1544    world    -947.17    221.54    2761.91
1541    world    -847.96    219.15    2641.51
1317    world    -847.96    219.15    2641.51
1405    world    -831.84    223.71    3385.48
1321    world    -831.84    223.71    3385.48
4084    world    -418.48    228.8    3165.51
4079    world    -704.68    215.07    3243.31
4080    world    -680.75    219.99    2731
4083    world    -676.63    219.92    2750.04
1753    world    -332.86    300    3301.56
1753    world    -267.93    300    2845.36
1753    world    -752.44    300    2855.35
1753    world    -777.41    300    3336.53
1541    world    -958.85    216.71    2657.65
1317    world    -958.85    216.71    2657.65
1317    world    -651.87    220.14    2639.7
1541    world    -651.87    220.14    2639.7
1541    world    -550.96    224.13    2652.89
1317    world    -550.96    224.13    2652.89
1508    world    -960    218.31    2857
1507    world    -960    218.31    2857
1544    world    -960    218.31    2857
1544    world    -853.98    220.14    2713.72
1507    world    -853.98    220.14    2713.72
1508    world    -853.98    220.14    2713.72
1317    world    -456.33    227.16    2803.04
1541    world    -456.33    227.16    2803.04
1508    world    -503.91    222.23    2933.51
1507    world    -503.91    222.23    2933.51
1544    world    -503.91    222.23    2933.51
1508    world    -290.27    232.9    3028.83
1507    world    -290.27    232.9    3028.83
1544    world    -290.27    232.9    3028.83
1544    world    -951.77    219.38    2961.22
1507    world    -951.77    219.38    2961.22
1508    world    -951.77    219.38    2961.22
1508    world    -429.19    227.46    3029.74
1507    world    -429.19    227.46    3029.74
1544    world    -429.19    227.46    3029.74
1508    world    -247.27    218.74    3320.82
1507    world    -247.27    218.74    3320.82
1544    world    -247.27    218.74    3320.82
1508    world    -118.05    222.15    3469.42
1509    world    -118.05    222.15    3469.42
1321    world    -118.05    222.15    3469.42
1544    world    -560.87    220.79    3339.82
1507    world    -560.87    220.79    3339.82
1508    world    -560.87    220.79    3339.82
1544    world    -476.74    226.18    3325.76
1507    world    -476.74    226.18    3325.76
1508    world    -476.74    226.18    3325.76
1405    world    -956.04    214.31    3516.86
1321    world    -956.04    214.31    3516.86
1321    world    -611.83    219.13    3466.28
1405    world    -611.83    219.13    3466.28
1508    world    -967.63    223.2    3300.54
1507    world    -967.63    223.2    3300.54
1544    world    -967.63    223.2    3300.54
1549    world    -641.83    219.61    2845.62
1548    world    -641.83    219.61    2845.62
1508    world    -599.9    226.23    3264.3
1507    world    -599.9    226.23    3264.3
1544    world    -599.9    226.23    3264.3
1544    world    -967.12    219.18    3095.84
1507    world    -967.12    219.18    3095.84
1508    world    -967.12    219.18    3095.84
1508    world    -848.65    219    2969.82
1507    world    -848.65    219    2969.82
1544    world    -848.65    219    2969.82
1549    world    -753.11    227.35    3114.27
1548    world    -753.11    227.35    3114.27
1548    world    -725.92    218.95    3024.52
1549    world    -725.92    218.95    3024.52
1270    world    -558.36    219.11    2804.58
1306    world    -558.36    219.11    2804.58
1373    world    -558.36    219.11    2804.58
1541    world    -243.8    236.92    2801.97
1317    world    -243.8    236.92    2801.97
1544    world    -61.01    219.77    3011.7
1507    world    -61.01    219.77    3011.7
1508    world    -61.01    219.77    3011.7
4281    world    -895.05    222.18    3356.62
1321    world    -895.05    222.18    3356.62
1405    world    -833.54    221.92    3492.89
1321    world    -833.54    221.92    3492.89
1405    world    -951.76    218.51    3408.81
1321    world    -951.76    218.51    3408.81
1405    world    -706.17    223.17    3509.54
1321    world    -706.17    223.17    3509.54
1405    world    -704.5    229.93    3395.49
1321    world    -704.5    229.93    3395.49
1508    world    -914.03    222.27    3215.11
1507    world    -914.03    222.27    3215.11
1544    world    -914.03    222.27    3215.11
1507    world    -822.6    221.91    3297.05
1544    world    -822.6    221.91    3297.05
1508    world    -822.6    221.91    3297.05
4345    world    -181.48    226.86    3058.66
4345    world    -181.67    227.15    3077.16
4345    world    -162.91    227.64    3077.14
4345    world    -162.84    226.34    3058.36
4345    world    -176.89    227.24    3063.29
4345    world    -176.88    227.71    3072.29
4345    world    -168.01    227.94    3072.23
4345    world    -168.02    227.14    3063.32
1549    world    -641.18    219.33    2913.96
1548    world    -641.18    219.33    2913.96
1549    world    -774.21    222.37    2948.69
1548    world    -774.21    222.37    2948.69
1549    world    -650.95    220.66    3056
1548    world    -619.85    218.92    3048.27
1549    world    -544.48    219.39    3189.96
1548    world    -544.48    219.39    3189.96
1549    world    -597.29    222.99    3191.89
1548    world    -597.29    222.99    3191.89
1549    world    -882.86    221.45    3066.74
1548    world    -882.86    221.45    3066.74
27305    world    -684.65    219.91    2774.52
27308    world    -642.3    700    2755.4
27304    world    -647.13    700    2748.92
27303    world    -642.86    700    2751.36
13510    world    -614.27    219.22    2755.81
13510    world    -604.03    219.22    2762.47
13511    world    -617.9    219.22    2741.75
13511    world    -604.04    219.22    2748.21
13511    world    -604.86    219.22    2781.69
13511    world    -618.72    219.22    2775.23
13510    world    -604.86    219.22    2795.94
13510    world    -615.1    219.22    2789.29
13511    world    -734.96    219.22    2698.63
13510    world    -722.73    219.22    2706.47
13511    world    -744.48    219.22    2709.74
13511    world    -745.52    219.22    2729.14
13510    world    -739.78    219.22    2742.11
13510    world    -733.02    219.22    2732.18
13510    world    -732.26    219.22    2717.57
13511    world    -757.49    219.22    2747.91
13511    world    -758.52    219.22    2767.31
13510    world    -752.78    219.22    2780.28
13510    world    -746.02    219.22    2770.35
13510    world    -745.26    219.22    2755.74
13556    world    -669.47    219.22    2667.94
13512    world    -676.8    219.22    2653.67
13512    world    -663.67    219.22    2653.88
13512    world    -650.63    219.22    2657.28
13512    world    -638.06    219.22    2663.76
13512    world    -661.96    219.22    2665.41
13512    world    -673.83    219.22    2663.14
13511    world    -683.22    219.22    2663.88
13511    world    -694.65    219.22    2670.23
13511    world    -705.02    219.22    2676.85
13511    world    -714.89    219.22    2685.32
13511    world    -634.92    219.22    2677.48
13511    world    -648.78    219.22    2671.02
13510    world    -634.92    219.22    2691.73
13510    world    -712.79    219.22    2699.79
13510    world    -702.72    219.22    2692.13
13510    world    -692.79    219.22    2684.68
13510    world    -645.16    219.22    2685.08
13510    world    -657.49    219.22    2681.46
13510    world    -669.6    219.22    2674.83
13510    world    -682.72    219.22    2677.03
12960    world    -690.14    219.88    2757.53
11233    world    -685.31    219.9    2769.43
8976    world    -671.94    219.9    2732.45
8542    world    -689.77    219.88    2756.89
3581    world    -664.44    219.89    2737.1
6555    world    -681.97    219.89    2731.89
4057    world    -689.89    219.9    2743.33
2304    world    -923.92    220.67    2606.22
4066    world    -659.23    219.9    2771.7
3728    world    -657.69    219.9    2768.6
3729    world    -675.61    219.71    2775.63
6554    world    -689.4    219.89    2755.45
4152    world    -656.54    219.88    2752.25
3272    world    -633.78    221.4    3542.87
3091    world    -506.55    218.94    3551.77
3091    world    -995.8    217.25    3425.86
3091    world    -1003.6    219.61    2802.14
3091    world    -517.3    219.65    2971.77
3091    world    -261.9    236    2783.93
3091    world    -184.55    220.78    3330.46
3090    world    -191.21    223.17    2959.76
3090    world    -409.99    222.46    2584.65
3090    world    -451.24    228.17    3149.37
3090    world    -966.29    221.05    3125.81
3086    world    -873.92    221.96    2761.12
3086    world    -311.43    216.78    3246.33
3086    world    -492.42    222.7    3395.67
3086    world    -106.74    221.94    3278.25
3086    world    -90.28    220.02    2574.42
3086    world    -127.28    219.73    2772.29
3085    world    -55.45    218.93    3454.18
3085    world    -188.67    219.34    2656.89
3085    world    -975.7    216.94    2595.2
3085    world    -925.79    216.07    3537.53
3081    world    -387.37    235.06    3443.99
3081    world    -96.47    219    3186.87
3081    world    -425.68    234.38    2811.15
3081    world    -733.6    220.94    2626.5
3081    world    -960.73    224.23    3271.44
3081    world    -688.84    227.85    3364.32
3080    world    -871.43    225.35    3468.34
3080    world    -912.6    230.01    2874.78
3080    world    -77.56    222.69    2959.31
3080    world    -209.56    221.53    3530.89
3076    world    -256.79    218.77    3261.49
3076    world    -241.99    247.11    2886.71
3076    world    -963.79    218.18    2721.24
3076    world    -608.99    219.56    2820.53
3076    world    -547.58    218.98    3088.77
3076    world    -604.61    226.16    3284.24
3075    world    -810.35    229.79    3142.42
3075    world    -546.9    222.72    2713.61
3075    world    -248.3    224.04    3094.6
3075    world    -160.72    220.01    3451.98
3099    world    -361.4    233.96    3435.04
3102    world    -361.4    233.96    3435.04
3535    world    -361.4    233.96    3435.04
3540    world    -361.4    233.96    3435.04
3542    world    -361.4    233.96    3435.04
3545    world    -361.4    233.96    3435.04
3096    world    -361.4    233.96    3435.04
3099    world    -352.9    239.52    2980.05
3102    world    -352.9    239.52    2980.05
3535    world    -352.9    239.52    2980.05
3540    world    -352.9    239.52    2980.05
3542    world    -352.9    239.52    2980.05
3545    world    -352.9    239.52    2980.05
3096    world    -352.9    239.52    2980.05
3099    world    -567.06    221.45    2625.77
3102    world    -567.06    221.45    2625.77
3535    world    -567.06    221.45    2625.77
3540    world    -567.06    221.45    2625.77
3542    world    -567.06    221.45    2625.77
3545    world    -567.06    221.45    2625.77
3096    world    -567.06    221.45    2625.77
3099    world    -846.94    219.97    3304.77
3102    world    -846.94    219.97    3304.77
3535    world    -846.94    219.97    3304.77
3540    world    -846.94    219.97    3304.77
3542    world    -846.94    219.97    3304.77
3545    world    -846.94    219.97    3304.77
3096    world    -846.94    219.97    3304.77
3097    world    -742.66    222.99    3493.51
3100    world    -742.66    222.99    3493.51
3537    world    -742.66    222.99    3493.51
3539    world    -742.66    222.99    3493.51
3541    world    -742.66    222.99    3493.51
3546    world    -742.66    222.99    3493.51
3548    world    -742.66    222.99    3493.51
3097    world    -968.71    224.49    2972.68
3100    world    -968.71    224.49    2972.68
3537    world    -968.71    224.49    2972.68
3539    world    -968.71    224.49    2972.68
3541    world    -968.71    224.49    2972.68
3546    world    -968.71    224.49    2972.68
3548    world    -968.71    224.49    2972.68
3097    world    -877.48    221.27    2666.99
3100    world    -877.48    221.27    2666.99
3537    world    -877.48    221.27    2666.99
3539    world    -877.48    221.27    2666.99
3541    world    -877.48    221.27    2666.99
3546    world    -877.48    221.27    2666.99
3548    world    -877.48    221.27    2666.99
3097    world    -379.94    238.64    2687.15
3100    world    -379.94    238.64    2687.15
3537    world    -379.94    238.64    2687.15
3539    world    -379.94    238.64    2687.15
3541    world    -379.94    238.64    2687.15
3546    world    -379.94    238.64    2687.15
3548    world    -379.94    238.64    2687.15
3097    world    -361.41    223.52    3194.99
3100    world    -361.41    223.52    3194.99
3537    world    -361.41    223.52    3194.99
3539    world    -361.41    223.52    3194.99
3541    world    -361.41    223.52    3194.99
3546    world    -361.41    223.52    3194.99
3548    world    -361.41    223.52    3194.99
3097    world    -166.05    224.56    2808.73
3100    world    -166.05    224.56    2808.73
3537    world    -166.05    224.56    2808.73
3539    world    -166.05    224.56    2808.73
3541    world    -166.05    224.56    2808.73
3546    world    -166.05    224.56    2808.73
3548    world    -166.05    224.56    2808.73
4308    world    -171.94    227.64    3067.96
28014    world    658.19    225.43    2945.51
28014    world    575.39    221.15    2963.4
28016    world    664.33    227.55    3110.25
28016    world    557.59    222.09    3054.16
28017    world    297.01    222.87    2814.18
28017    world    234.65    219.51    2771.05
28017    world    530.71    228.01    2803.99
28017    world    390.94    227.31    2810.03
28017    world    475.54    224.07    3092.24
28018    world    133.35    218.88    2832.41
28018    world    489.12    233.15    2933.19
28018    world    167.65    220.99    2959.47
28018    world    331.75    228.95    2967.19
13641    world    394.63    266.1    3313.6
13641    world    379.11    266.1    3331.77
13641    world    492.03    266.78    3508.52
13641    world    468.97    266.11    3510.12
13641    world    428.83    266.72    3517.81
13641    world    449.7    266.1    3503.59
13641    world    435.3    266.1    3494.06
13641    world    435.16    266.1    3477.81
13641    world    433.01    266.1    3461.44
13641    world    431.34    266.1    3446.88
13641    world    421.95    266.1    3431.65
13641    world    425.02    266.14    3416.51
13641    world    409.37    266.1    3414.63
13641    world    396.92    266.1    3399.5
13641    world    383.55    266.1    3399.6
13641    world    368.74    266.1    3378.91
13641    world    351.64    266.1    3351.1
13640    world    475.47    222.45    3107.58
13639    world    655.31    223.79    3153.59
13639    world    673.1    260.08    3303.62
13639    world    375.92    224.79    3070.89
13639    world    547.98    218.8    3140.03
13639    world    226.77    247.29    3085.44
13639    world    220.59    253.82    3134.88
1002    world    157.17    242.62    3225.99
1002    world    194.2    250.37    3140.89
1002    world    228.33    259.72    3166.07
1002    world    158.6    250.59    3171.8
1040    world    311.95    213.74    3150.78
1040    world    824.97    208.41    3505.65
1773    world    967.1    268.06    3285.14
1773    world    925.23    255.8    3294.9
1767    world    933    261.26    3181.17
1767    world    949.41    252.41    3181.2
1746    world    326.01    274.8    3012.31
1746    world    373.19    261.51    3026.17
1746    world    333.8    247.4    3015.93
1773    world    307.93    297.33    3124.98
1773    world    378.82    278.55    3133.44
1773    world    335.27    263.82    3131.06
1005    world    984.5    255.32    2608.99
3317    world    984.5    255.32    2608.99
1002    world    248.99    233.66    3071.82
4080    world    392.15    266.1    3382.42
4081    world    377.71    266.1    3408.45
4082    world    368.63    266.1    3308.76
4080    world    315    270.1    3284.57
4079    world    162.68    249.62    3157.61
4080    world    425.58    266.1    3474.36
4082    world    329.94    270.1    3233.51
1729    world    408.04    354.96    3222.84
1745    world    408.04    354.96    3222.84
1725    world    408.04    354.96    3222.84
3317    world    992.48    223.2    2768.44
1005    world    992.48    223.2    2768.44
3317    world    990.05    224.56    2852.92
1005    world    990.05    224.56    2852.92
1005    world    914.68    221.57    2807.92
3317    world    914.68    221.57    2807.92
3317    world    862.07    238.6    2862.07
1005    world    862.07    238.6    2862.07
1005    world    983.9    222.47    2702.43
3317    world    983.9    222.47    2702.43
1005    world    898.31    227.55    2600.33
3317    world    898.31    227.55    2600.33
3317    world    907.96    222.43    2670.54
1005    world    907.96    222.43    2670.54
1005    world    830    218.98    2598.03
3317    world    830    218.98    2598.03
3317    world    826.74    222.81    2665.73
1005    world    826.74    222.81    2665.73
3317    world    748.98    223.98    2600.93
1005    world    748.98    223.98    2600.93
3314    world    770.09    222.35    2741.9
1035    world    770.09    222.35    2741.9
1030    world    770.09    222.35    2741.9
1030    world    749.11    223.35    2666.47
1035    world    749.11    223.35    2666.47
3314    world    749.11    223.35    2666.47
3317    world    749.11    223.35    2666.47
1005    world    749.11    223.35    2666.47
1030    world    838.83    227.82    2793.06
1035    world    838.83    227.82    2793.06
3314    world    838.83    227.82    2793.06
1005    world    668.18    221.92    2606.03
3317    world    668.18    221.92    2606.03
1005    world    577.29    227.59    2603.44
3317    world    577.29    227.59    2603.44
3314    world    577.29    227.59    2603.44
1030    world    665.92    229.91    2687.98
1035    world    665.92    229.91    2687.98
3314    world    665.92    229.91    2687.98
1030    world    644.04    228.65    2757.74
1035    world    644.04    228.65    2757.74
3314    world    644.04    228.65    2757.74
3314    world    579.94    227.74    2685.89
1035    world    579.94    227.74    2685.89
1030    world    579.94    227.74    2685.89
1030    world    485.04    221.85    2595.11
1035    world    485.04    221.85    2595.11
3314    world    485.04    221.85    2595.11
3314    world    486.78    222.38    2668.13
1035    world    486.78    222.38    2668.13
1030    world    486.78    222.38    2668.13
1030    world    408.19    223.59    2589.12
1035    world    408.19    223.59    2589.12
3314    world    408.19    223.59    2589.12
3314    world    408.63    231.04    2648.43
1035    world    408.63    231.04    2648.43
1030    world    408.63    231.04    2648.43
1030    world    349.54    235.08    2651.85
1035    world    349.54    235.08    2651.85
3314    world    349.54    235.08    2651.85
1030    world    268.61    220.83    2584.33
1035    world    268.61    220.83    2584.33
3314    world    268.61    220.83    2584.33
1030    world    332.12    225.74    2598.65
1035    world    332.12    225.74    2598.65
3314    world    332.12    225.74    2598.65
1023    world    465.47    229.29    2755.44
1027    world    465.47    229.29    2755.44
3311    world    465.47    229.29    2755.44
1023    world    551.01    231.77    2782.39
1027    world    551.01    231.77    2782.39
3311    world    551.01    231.77    2782.39
1027    world    692.24    225.86    2845.99
1023    world    737.85    225.24    2799.64
1027    world    737.85    225.24    2799.64
3311    world    737.85    225.24    2799.64
1023    world    694.88    231.14    2899.6
1027    world    694.88    231.14    2899.6
3311    world    694.88    231.14    2899.6
3311    world    607.98    220.97    2845.13
1027    world    607.98    220.97    2845.13
1023    world    607.98    220.97    2845.13
3311    world    529.44    226.41    2851.1
1027    world    529.44    226.41    2851.1
1023    world    529.44    226.41    2851.1
1023    world    462.79    224.82    2816.03
1027    world    462.79    224.82    2816.03
3311    world    462.79    224.82    2816.03
3311    world    717.19    243.79    2956.25
3311    world    663    224.55    2967.89
1027    world    663    224.55    2967.89
1023    world    663    224.55    2967.89
1023    world    578.19    221.27    2961.35
1027    world    578.19    221.27    2961.35
3311    world    578.19    221.27    2961.35
3311    world    505.42    231.56    2935.36
1027    world    505.42    231.56    2935.36
1023    world    505.42    231.56    2935.36
1023    world    422.03    234.01    2884.19
1027    world    422.03    234.01    2884.19
3311    world    422.03    234.01    2884.19
3311    world    400.81    232.48    2738.04
1027    world    400.81    232.48    2738.04
1023    world    400.81    232.48    2738.04
1023    world    393.82    226.9    2802.26
1027    world    393.82    226.9    2802.26
3311    world    393.82    226.9    2802.26
1023    world    336.59    234.33    2724.21
1027    world    336.59    234.33    2724.21
3311    world    336.59    234.33    2724.21
1023    world    274.72    228.93    2683.14
1027    world    274.72    228.93    2683.14
3311    world    274.72    228.93    2683.14
3311    world    226.67    231.27    2645.92
1027    world    226.67    231.27    2645.92
1023    world    226.67    231.27    2645.92
1023    world    224.18    231.58    2689.11
1027    world    224.18    231.58    2689.11
3311    world    224.18    231.58    2689.11
3311    world    173.3    228.15    2647.6
1027    world    173.3    228.15    2647.6
1023    world    173.3    228.15    2647.6
1023    world    173.04    227.21    2692.25
1027    world    173.04    227.21    2692.25
3311    world    173.04    227.21    2692.25
1023    world    106.36    224.85    2658.64
1027    world    106.36    224.85    2658.64
3311    world    106.36    224.85    2658.64
1023    world    101.69    219.67    2702.53
1027    world    101.69    219.67    2702.53
3311    world    101.69    219.67    2702.53
1009    world    768.37    247.82    3367.36
3308    world    768.37    247.82    3367.36
1016    world    768.37    247.82    3367.36
1009    world    714.97    252.12    3318.04
1016    world    714.97    252.12    3318.04
3308    world    714.97    252.12    3318.04
3308    world    758.55    252.61    3314.65
1016    world    758.55    252.61    3314.65
1009    world    758.55    252.61    3314.65
1009    world    759.73    247.6    3269.54
1016    world    759.73    247.6    3269.54
3308    world    759.73    247.6    3269.54
3308    world    709.83    248.99    3279.29
1016    world    709.83    248.99    3279.29
1009    world    709.83    248.99    3279.29
1009    world    736.76    226.82    3180.37
1016    world    736.76    226.82    3180.37
3308    world    736.76    226.82    3180.37
1009    world    655.64    227.3    3039.28
1016    world    655.64    227.3    3039.28
3308    world    655.64    227.3    3039.28
3308    world    654.64    224.61    3105.04
1016    world    654.64    224.61    3105.04
1009    world    654.64    224.61    3105.04
1009    world    579.44    225.15    3035.13
1016    world    579.44    225.15    3035.13
3308    world    579.44    225.15    3035.13
3308    world    512.01    236.36    3013.7
1016    world    512.01    236.36    3013.7
1009    world    512.01    236.36    3013.7
1009    world    451.52    236.33    2978.49
1016    world    451.52    236.33    2978.49
3308    world    451.52    236.33    2978.49
3308    world    399.25    232.74    2945.2
1016    world    399.25    232.74    2945.2
1009    world    399.25    232.74    2945.2
3308    world    590.26    219.62    3106.41
1016    world    590.26    219.62    3106.41
1009    world    590.26    219.62    3106.41
3308    world    662.72    252.13    3247.19
1009    world    660.42    259.88    3278.22
1016    world    660.42    259.88    3278.22
3308    world    660.42    259.88    3278.22
3308    world    676.19    257.12    3329.73
1016    world    676.19    257.12    3329.73
1009    world    676.19    257.12    3329.73
1009    world    599.66    263.66    3332.27
3308    world    634.89    262.88    3324.83
1016    world    634.89    262.88    3324.83
1009    world    634.89    262.88    3324.83
1009    world    674.68    223.52    3178.9
1016    world    674.68    223.52    3178.9
3308    world    674.68    223.52    3178.9
1009    world    593.35    220.69    3180.5
1016    world    593.35    220.69    3180.5
3308    world    593.35    220.69    3180.5
1009    world    520.64    223.93    3077.43
1016    world    520.64    223.93    3077.43
3308    world    520.64    223.93    3077.43
1009    world    521.17    218.34    3144.8
1016    world    521.17    218.34    3144.8
3308    world    521.17    218.34    3144.8
1016    world    467.41    219.04    3156.23
1009    world    467.41    219.04    3156.23
3308    world    408.29    219.68    3112.82
3308    world    450.03    232.14    3039.55
1016    world    450.03    232.14    3039.55
1009    world    450.03    232.14    3039.55
1009    world    450.42    221.72    3106.06
1016    world    450.42    221.72    3106.06
3308    world    450.42    221.72    3106.06
1009    world    383.91    229.3    3000.53
1016    world    383.91    229.3    3000.53
3308    world    383.91    229.3    3000.53
1009    world    387.01    224.61    3064.67
1016    world    387.01    224.61    3064.67
3308    world    387.01    224.61    3064.67
3308    world    247.03    225.69    3050.05
1009    world    310.36    222.95    3060.25
1016    world    310.36    222.95    3060.25
3308    world    310.36    222.95    3060.25
1002    world    237.81    244.84    3095.14
1046    world    158.07    248.48    3094.3
1002    world    195.64    248.59    3083.88
1046    world    195.64    248.59    3083.88
3305    world    195.64    248.59    3083.88
1009    world    195.64    248.59    3083.88
1002    world    117.75    219.18    3058.13
1002    world    139.76    219.21    3031.37
1046    world    139.76    219.21    3031.37
3305    world    139.76    219.21    3031.37
1002    world    327.6    226.6    3001.23
1046    world    327.6    226.6    3001.23
3305    world    327.6    226.6    3001.23
1002    world    345.15    231.15    2958.14
1046    world    345.15    231.15    2958.14
3305    world    345.15    231.15    2958.14
1002    world    287.49    222.42    3002.6
1046    world    287.49    222.42    3002.6
3305    world    287.49    222.42    3002.6
1002    world    225.66    223.35    3017.42
1046    world    225.66    223.35    3017.42
3305    world    225.66    223.35    3017.42
1002    world    191.96    224.36    3000.54
1046    world    191.96    224.36    3000.54
3305    world    191.96    224.36    3000.54
1002    world    142.68    222.57    2993.95
1046    world    142.68    222.57    2993.95
3305    world    142.68    222.57    2993.95
1046    world    255.18    223.62    2981.43
3305    world    255.18    223.62    2981.43
1002    world    255.18    223.62    2981.43
1002    world    298.39    225.3    2959.08
1046    world    298.39    225.3    2959.08
3305    world    298.39    225.3    2959.08
1002    world    338.63    231.45    2914.46
1046    world    338.63    231.45    2914.46
3305    world    338.63    231.45    2914.46
1002    world    348.68    230.38    2871.89
1046    world    348.68    230.38    2871.89
3305    world    348.68    230.38    2871.89
3305    world    334.79    227.52    2826.72
1046    world    334.79    227.52    2826.72
1002    world    334.79    227.52    2826.72
1002    world    310.49    222.8    2779.2
1046    world    310.49    222.8    2779.2
3305    world    310.49    222.8    2779.2
1002    world    270.82    223.11    2740.17
1046    world    270.82    223.11    2740.17
3305    world    270.82    223.11    2740.17
1002    world    214.03    222.23    2739.37
1046    world    214.03    222.23    2739.37
3305    world    214.03    222.23    2739.37
3305    world    70.06    219.27    2839.24
1046    world    70.06    219.27    2839.24
1002    world    70.06    219.27    2839.24
1002    world    91.49    223.86    2789.17
1046    world    91.49    223.86    2789.17
3305    world    91.49    223.86    2789.17
3305    world    131.94    223.17    2749.37
1046    world    131.94    223.17    2749.37
1002    world    131.94    223.17    2749.37
1002    world    233.39    222.83    2924.73
1046    world    233.39    222.83    2924.73
3305    world    233.39    222.83    2924.73
3305    world    289.58    223.64    2916.35
1046    world    289.58    223.64    2916.35
1002    world    289.58    223.64    2916.35
1002    world    304.62    224.63    2871.85
1046    world    304.62    224.63    2871.85
3305    world    304.62    224.63    2871.85
3305    world    294.11    219.88    2828.65
1046    world    294.11    219.88    2828.65
1002    world    294.11    219.88    2828.65
1002    world    265.25    221.23    2787.97
1046    world    265.25    221.23    2787.97
3305    world    265.25    221.23    2787.97
3305    world    221.53    221.68    2775.37
1046    world    221.53    221.68    2775.37
1002    world    221.53    221.68    2775.37
1002    world    144.39    222.5    2789.05
1046    world    144.39    222.5    2789.05
3305    world    144.39    222.5    2789.05
3305    world    110.74    220.05    2829.77
1046    world    110.74    220.05    2829.77
1002    world    110.74    220.05    2829.77
1002    world    104.28    218.93    2868.86
1046    world    104.28    218.93    2868.86
3305    world    104.28    218.93    2868.86
3305    world    120.25    220.56    2907.96
1046    world    120.25    220.56    2907.96
1002    world    120.25    220.56    2907.96
1002    world    142.49    221.29    2947.65
1046    world    142.49    221.29    2947.65
3305    world    142.49    221.29    2947.65
3305    world    187.69    224.29    2954.35
1046    world    187.69    224.29    2954.35
1002    world    187.69    224.29    2954.35
16    world    145.26    223.6    2895.67
3302    world    145.26    223.6    2895.67
16    world    163.9    222.77    2918.01
3302    world    163.9    222.77    2918.01
3302    world    185.27    224.28    2921.58
16    world    185.27    224.28    2921.58
